Instrument,NAICS Sector Name,Legal Entity ID (LEI),NAICS Sector Code
5082068583,,,
5082069154,,,
5082069286,,,
5082071849,Wholesale Trade,,42
5082086422,,,
5082088939,,,
5082095955,Manufacturing,,31-33
5082096156,,,
5082103432,,,
5082105073,,,
5082105785,,,
5082107289,,,
5082107776,,,
5082108859,,,
5082109319,,,
5082110833,Information,,51
5082112022,,,
5082112132,,,
5082124664,,,
5082137670,,,
5082143202,,,
5082145169,,,
5082148758,,,
5082149584,,,
5082150360,,,
5082151381,Manufacturing,,31-33
5082152091,,,
5082166813,Wholesale Trade,,42
5082178971,Wholesale Trade,,42
5082341875,Wholesale Trade,,42
5082341888,"Professional, Scientific, and Technical Services",,54
5082341891,Health Care and Social Assistance,,62
5082355554,Wholesale Trade,,42
5082355571,Wholesale Trade,,42
5082355683,,,
5082355718,Wholesale Trade,,42
5082355720,Wholesale Trade,,42
5082355735,Wholesale Trade,,42
5082355746,Manufacturing,,31-33
5082355760,Wholesale Trade,,42
5082355836,Administrative and Support and Waste Management and Remediation Services,,56
5082355866,Wholesale Trade,,42
5082355883,Manufacturing,,31-33
5082355886,Manufacturing,,31-33
5082355952,Wholesale Trade,,42
5082358929,Wholesale Trade,,42
5082358958,Retail Trade,,44-45
5082359040,Wholesale Trade,,42
5082359758,Wholesale Trade,,42
5082359765,Wholesale Trade,,42
5082360107,Manufacturing,,31-33
5082360785,Wholesale Trade,,42
5082360801,Manufacturing,,31-33
5082360812,Manufacturing,,31-33
5082360814,Manufacturing,,31-33
5082360815,Other Services (except Public Administration),,81
5082360826,Wholesale Trade,,42
5082360844,Wholesale Trade,,42
5082360845,Manufacturing,,31-33
5082360849,"Agriculture, Forestry, Fishing and Hunting",,11
5082360857,Administrative and Support and Waste Management and Remediation Services,,56
5082360861,Wholesale Trade,,42
5082360865,Manufacturing,,31-33
5082360876,Wholesale Trade,,42
5082360954,Wholesale Trade,,42
5082361109,Manufacturing,,31-33
5082361147,Wholesale Trade,,42
5082361173,Health Care and Social Assistance,,62
5082395773,Wholesale Trade,,42
5082419760,Other Services (except Public Administration),,81
5082445343,,,
5082446760,,,
5082450392,Retail Trade,,44-45
5082451796,Retail Trade,,44-45
5082452288,,,
5082467162,Wholesale Trade,,42
5082499805,Wholesale Trade,,42
5082503354,,,
5082503651,Manufacturing,,31-33
5082525049,,,
5082527864,Manufacturing,,31-33
5082531062,Wholesale Trade,,42
5082533788,Retail Trade,,44-45
5082535002,Manufacturing,,31-33
5082535415,Manufacturing,,31-33
5082535505,Manufacturing,,31-33
5082535582,Wholesale Trade,,42
5082535612,Wholesale Trade,,42
5082535661,,,
5082638546,Manufacturing,,31-33
5082703971,Wholesale Trade,,42
5082703972,Manufacturing,,31-33
5082749966,Manufacturing,,31-33
5083182266,Wholesale Trade,,42
5083184958,Retail Trade,,44-45
5083185217,Manufacturing,,31-33
5083185390,Wholesale Trade,,42
5083185908,Wholesale Trade,,42
5083186042,Wholesale Trade,,42
5083221833,Wholesale Trade,,42
5083222324,Manufacturing,,31-33
5083224798,Wholesale Trade,,42
5083225568,Wholesale Trade,,42
5083243489,Wholesale Trade,,42
5083253201,Manufacturing,,31-33
5083253230,Manufacturing,,31-33
5083253452,Wholesale Trade,,42
5083253487,Other Services (except Public Administration),,81
5083253506,Other Services (except Public Administration),,81
5083253705,Wholesale Trade,,42
5083253741,Manufacturing,,31-33
5083253776,Wholesale Trade,,42
5083253815,Other Services (except Public Administration),,81
5083253862,Wholesale Trade,,42
5083253909,Manufacturing,,31-33
5083254219,Wholesale Trade,,42
5083254245,Wholesale Trade,,42
5083254246,Wholesale Trade,,42
5083254352,Manufacturing,,31-33
5083254422,Wholesale Trade,,42
5083254423,Manufacturing,,31-33
5083254442,Wholesale Trade,,42
5083254498,Wholesale Trade,,42
5083254577,Manufacturing,,31-33
5083254688,Wholesale Trade,,42
5083254809,Retail Trade,,44-45
5083254919,Manufacturing,,31-33
5083254955,Manufacturing,,31-33
5083255064,Wholesale Trade,,42
5083255070,Wholesale Trade,,42
5083255085,Wholesale Trade,,42
5083255113,Wholesale Trade,,42
5083255159,,,
5083255168,Wholesale Trade,,42
5083255296,Wholesale Trade,,42
5083255371,Wholesale Trade,,42
5083255375,Manufacturing,,31-33
5083255579,Manufacturing,,31-33
5083255618,Wholesale Trade,,42
5083255644,Manufacturing,,31-33
5083255656,Wholesale Trade,,42
5083255735,Wholesale Trade,,42
5083255818,Wholesale Trade,,42
5083255926,Wholesale Trade,,42
5083255955,Wholesale Trade,,42
5083255973,Wholesale Trade,,42
5083255975,Wholesale Trade,,42
5083256087,Wholesale Trade,,42
5083256099,Wholesale Trade,,42
5083256304,Wholesale Trade,,42
5083256430,Wholesale Trade,,42
5083256505,Other Services (except Public Administration),,81
5083256506,Wholesale Trade,,42
5083256571,Manufacturing,,31-33
5083256599,Wholesale Trade,,42
5083256726,Wholesale Trade,,42
5083256840,Wholesale Trade,,42
5083256857,Wholesale Trade,,42
5083256907,Wholesale Trade,,42
5083256940,Wholesale Trade,,42
5083256989,Wholesale Trade,,42
5083257009,Wholesale Trade,,42
5083257071,Retail Trade,,44-45
5083257074,Wholesale Trade,,42
5083257122,Wholesale Trade,,42
5083257200,Administrative and Support and Waste Management and Remediation Services,,56
5083257307,Manufacturing,,31-33
5083257419,Wholesale Trade,,42
5083257435,Manufacturing,,31-33
5083257493,Wholesale Trade,,42
5083257543,Wholesale Trade,,42
5083257582,Administrative and Support and Waste Management and Remediation Services,,56
5083257594,Manufacturing,,31-33
5083257676,Wholesale Trade,,42
5083257687,Retail Trade,,44-45
5083257689,Wholesale Trade,,42
5083257705,Wholesale Trade,,42
5083257860,Manufacturing,,31-33
5083257911,Other Services (except Public Administration),,81
5083257914,Wholesale Trade,,42
5083258075,Manufacturing,,31-33
5083258081,Manufacturing,,31-33
5083258083,Manufacturing,,31-33
5083258351,Wholesale Trade,,42
5083258451,Wholesale Trade,,42
5083258573,Manufacturing,,31-33
5083258616,Wholesale Trade,,42
5083258871,Manufacturing,,31-33
5083258897,Wholesale Trade,,42
5083259063,Wholesale Trade,,42
5083259290,Manufacturing,,31-33
5083259292,Manufacturing,,31-33
5083259424,Manufacturing,,31-33
5083259487,Wholesale Trade,,42
5083259525,"Agriculture, Forestry, Fishing and Hunting",,11
5083259550,Wholesale Trade,,42
5083259760,Wholesale Trade,,42
5083260211,Manufacturing,,31-33
5083260410,Wholesale Trade,,42
5083260480,Manufacturing,,31-33
5083260512,Manufacturing,,31-33
5083260767,Wholesale Trade,,42
5083260810,Wholesale Trade,,42
5083260874,Other Services (except Public Administration),,81
5083261244,Wholesale Trade,,42
5083261263,Wholesale Trade,,42
5083261901,,,
5083261927,Wholesale Trade,,42
5083261984,Manufacturing,,31-33
5083262004,Manufacturing,,31-33
5083262096,Wholesale Trade,,42
5083262311,Wholesale Trade,,42
5083262501,Manufacturing,,31-33
5083262542,Wholesale Trade,,42
5083262738,Manufacturing,,31-33
5083262742,Wholesale Trade,,42
5083262792,Wholesale Trade,,42
5083262882,Wholesale Trade,,42
5083262902,Wholesale Trade,,42
5083263077,Wholesale Trade,,42
5083263158,Wholesale Trade,,42
5083263429,Manufacturing,,31-33
5083263483,Wholesale Trade,,42
5083263494,Wholesale Trade,,42
5083263506,Wholesale Trade,,42
5083263640,Wholesale Trade,,42
5083263643,Manufacturing,,31-33
5083263707,Wholesale Trade,,42
5083263739,Wholesale Trade,,42
5083263874,Wholesale Trade,,42
5083264010,Wholesale Trade,,42
5083264024,Wholesale Trade,,42
5083264100,Manufacturing,,31-33
5083264334,"Agriculture, Forestry, Fishing and Hunting",,11
5083264409,Wholesale Trade,,42
5083264434,Wholesale Trade,,42
5083264513,Wholesale Trade,,42
5083264525,Wholesale Trade,,42
5083264533,Wholesale Trade,,42
5083264573,Manufacturing,,31-33
5083264605,Wholesale Trade,,42
5083264617,Wholesale Trade,,42
5083264765,Wholesale Trade,,42
5083264874,Wholesale Trade,,42
5083264908,Wholesale Trade,,42
5083264964,Manufacturing,,31-33
5083264993,Wholesale Trade,,42
5083265180,"Professional, Scientific, and Technical Services",,54
5083265265,Wholesale Trade,,42
5083265385,Wholesale Trade,,42
5083265453,Other Services (except Public Administration),,81
5083265478,"Agriculture, Forestry, Fishing and Hunting",,11
5083265672,Wholesale Trade,,42
5083265745,Retail Trade,,44-45
5083265747,Wholesale Trade,,42
5083265801,Manufacturing,,31-33
5083265828,Manufacturing,,31-33
5083265888,Manufacturing,,31-33
5083265989,Wholesale Trade,,42
5083266110,Wholesale Trade,,42
5083266116,Wholesale Trade,,42
5083266271,Wholesale Trade,,42
5083266310,Manufacturing,,31-33
5083266858,Manufacturing,,31-33
5083266892,Wholesale Trade,,42
5083266951,Wholesale Trade,,42
5083276865,Manufacturing,,31-33
5083277508,Manufacturing,,31-33
5083277739,Manufacturing,,31-33
5083277895,Wholesale Trade,,42
5083277908,Manufacturing,,31-33
5083278025,Wholesale Trade,,42
5083278125,Wholesale Trade,,42
5083278261,Wholesale Trade,,42
5083278570,Manufacturing,,31-33
5083278576,Manufacturing,,31-33
5083278829,Manufacturing,,31-33
5083278862,Manufacturing,,31-33
5083278889,Manufacturing,,31-33
5083278917,Wholesale Trade,,42
5083279059,Wholesale Trade,,42
5083279147,Wholesale Trade,,42
5083279159,Manufacturing,,31-33
5083279203,Wholesale Trade,,42
5083279273,Wholesale Trade,,42
5083279457,Manufacturing,,31-33
5083279464,Other Services (except Public Administration),,81
5083279478,Manufacturing,,31-33
5083279587,Wholesale Trade,,42
5083279986,Wholesale Trade,,42
5083279993,Administrative and Support and Waste Management and Remediation Services,,56
5083280256,Manufacturing,,31-33
5083280278,Wholesale Trade,,42
5083280549,Wholesale Trade,,42
5083280581,Manufacturing,,31-33
5083280645,Wholesale Trade,,42
5083280869,"Agriculture, Forestry, Fishing and Hunting",,11
5083281067,Manufacturing,,31-33
5083281251,Wholesale Trade,,42
5083281279,Retail Trade,,44-45
5083281574,Wholesale Trade,,42
5083281589,Wholesale Trade,,42
5083281594,Wholesale Trade,,42
5083281849,Wholesale Trade,,42
5083281879,Manufacturing,,31-33
5083282541,Wholesale Trade,,42
5083282749,Manufacturing,,31-33
5083282861,Wholesale Trade,,42
5083282982,Manufacturing,,31-33
5083283668,Manufacturing,,31-33
5083283739,Wholesale Trade,,42
5083284069,Manufacturing,,31-33
5083284478,Manufacturing,,31-33
5083284839,Manufacturing,,31-33
5083285171,Wholesale Trade,,42
