Instrument,Company Common Name,Country ISO Code of Headquarters,Organization Status Code
5060878879,Haas Veranstaltungsservice GmbH,DE,Act
5060878880,Guo Strategisches Management GmbH,DE,Act
5060878900,MS Anna Sophie Verwaltungs GmbH,DE,Act
5060878915,Muster Verwaltungs GmbH,DE,Act
5060878919,N & M Networks GmbH,DE,Act
5060878928,Trisinus Verwaltungs GmbH,DE,Act
5060878938,Ning Shing Elecmeta GmbH,DE,Act
5060878939,Nissen Carstensen & GmbH Co KG,DE,Act
5060878942,ITS Beteiligungs GmbH,DE,Act
5060878943,Bockenholt Immobilien Verwaltungs GmbH,DE,Act
5060878944,DR Nolting Verwaltungs GmbH,DE,Act
5060878948,Norbert Strotmann BeteiligungsUnd Verwaltungs GmbH,DE,Act
5060878952,Nothhelfer Verwaltungs GmbH,DE,Act
5060878953,ZIEL Management Consulting GmbH,DE,Act
5060878961,Objectdesign Edv-Engineering Beteiligungs GmbH,DE,Act
5060878963,O B O Unternehmensberatungs-GMBH,DE,Act
5060878964,Ohrlein Verwaltungsges MBH,DE,Act
5060878969,Mobelland Torgau GmbH,DE,Act
5060878971,Ok-Medien Service Verwaltungs GmbH,DE,Act
5060878973,Oliver Forster GmbH,DE,Act
5060878979,Opitz Automatendreherei GmbH,DE,Act
5060878980,Ops Gesellschaft Fur Unternehmensberatung & GmbH Co KG,DE,Act
5060878983,Optimal System-Beratung Beteiligungs-GMBH,DE,Act
5060878984,Isocom NetzwerkUnd Datensysteme GmbH,DE,Act
5060878996,Cash Center Beteiligungs GmbH,DE,Act
5060878997,P & S Equity GmbH,DE,Act
5060878998,Ah Veranstaltungs Ug Haftungsbeschrankt,DE,Act
5060879006,Holst Verwaltungs GmbH,DE,Act
5060879007,P Kofler Verwaltungs-GMBH,DE,Act
5060879010,Ing-Buro Funk Verwaltungs GmbH,DE,Act
5060879011,Bach & Erle Sachwerte GmbH,DE,Act
5060879020,Plockbrothers Ug Haftungsbeschrankt,DE,Act
5060879025,Paelmer GmbH,DE,Act
5060879033,Palenberg Baumaschinen Gmbh,DE,Act
5060879035,Secure Consult GmbH,DE,Act
5060879037,Michalik Unternehmensberatung GmbH,DE,Act
5060879038,Cofermin Chrome Beteiligungs-GMBH,DE,Act
5060879041,Middelberg VerwaltungsGes MBH,DE,Act
5060879060,Motorcom VerwaltungsUnd Beteiligungs-GMBH,DE,Act
5060879069,MSM Multimedia-Software-Marketing GmbH,DE,Act
5060879074,Wiedemann Isolierung GmbH,DE,Act
5060879079,Nbu C DiplomBetriebswirt Nikolaus Bohle Strategie Consulting Gesellschaft Fur Vermogens-,DE,Act
5060879095,Nobis Verwaltungsges MBH,DE,Act
5060879109,Pagenkopf IT-Consulting GmbH,DE,Act
5060879114,Harder Logistics Verwaltungs-GMBH,DE,Act
5060879118,Fischer Verwaltungsges MBH,DE,Act
5060879130,Pelapro Schweineproduktion Deutschland Geschaftsfuhrung GmbH,DE,Act
5060879131,Mes Solar V Verwaltungs GmbH,DE,Act
