Instrument,Organization Ultimate Parent,Ultimate Parent Id,Country ISO2 Code of Ultimate Parent Headquarters
5041749244,Kvinnherad BYGG As,5041749244,NO
5041749808,Kasu AS,5038914926,NO
5041749821,,,
5041749963,Tomo Industrier AS,5057757027,NO
5041749990,,,
5041750368,,,
5041750524,Gunnar Nordbo AS,5038913261,
5041750685,Luncon Holding AS,5042212854,NO
5041750699,Daimyo AS,5037631502,NO
5041750701,,,
5041750723,Allskog SA,4298292184,NO
5041751459,Zurhaar & Rubb AS,5038909445,NO
5041758996,Fast Wood AS,5053434253,NO
5041758997,,,
5041759002,,,
5041759220,Gilje Tre As,4297356808,NO
5041827356,,,
5041945981,Agnar Skatun As,5041945981,NO
5041964090,,,
5041964100,,,
5041972998,,,
5041976760,,,
5041976799,Arne Tysnes As,5041976799,NO
5041978702,Cordim Holding AB,5066562175,SE
5041978721,Jiyuan Packaging Holdings Ltd,5051397053,KY
5041980166,Solskjermingsgruppen Holding As,5041980166,NO
5041980497,,,
5042212854,Luncon Holding AS,5042212854,NO
5042213553,Nor-Safe Per Halsli,5042213553,NO
5042214061,,,
5042216993,,,
5042217138,Ak Gruppen As,5042217138,NO
5042217312,,,
5042218024,,,
5042218071,Thomas Concrete Group AB,4297465543,SE
5042218283,Stena AB,4295890300,SE
5042218730,Westgroup As,5042218730,NO
5042218735,,,
5042222286,,,
5042222306,,,
5042222349,,,
5042230428,,,
5042236226,,,
5042238426,,,
5042240933,,,
5042270879,Stiftelsen Norsar,5042270888,NO
5042953654,,,
5042953719,,,
5042953951,,,
5042953968,Solberg Industri Holding AS,5042953968,NO
5042954199,Con-Son Invest As,5042954199,NO
5042954310,,,
5042954579,,,
5042954917,,,
5042955081,,,
5042955309,,,
5042955501,,,
5042955570,BBR Polska holding Sp z o o,5039613691,PL
5042955616,,,
5042955618,Bringo Holding AS,5042955618,NO
5042955633,Gustav Og John Hagen As,5042955633,NO
5042955930,Haucon Holding As,5042955930,NO
5042955946,,,
5042955965,BYGG Invest AS,5056411503,NO
5042956038,,,
5042956134,Jol AS,5042212703,NO
5042956162,,,
5042956436,Leigland As,5038912079,NO
5042956488,Hibernian Holding As,5042956488,NO
5042956622,Sjovik Group AS,5078521579,NO
5042956643,Niras Holding As,5042956643,NO
5042956645,,,
5042956660,EVI-ETHIC VALUE INTERNATIONAL SRL,5078523191,IT
5042956776,Gunnar Hippe Eiendom As,5042956776,NO
5042956823,Svermo As,5042956823,NO
5042956824,,,
5042956825,,,
5042956830,Berry Global Group Inc,4297705980,US
5042956928,,,
5042956932,Torstvedt Holding AS,5042956932,NO
5042957004,Reklameservice Eiendom As,5042957004,NO
5042957110,,,
5042957502,Lundevagen Holding As,5042957502,NO
5042957602,Opseth Invest AS,5043953820,NO
5042960443,Celsa Nordic AS,5044708038,NO
5042963013,,,
5042979040,INEOS Ltd,5056408988,IM
5043322519,Omega AS,4298456104,NO
5043331364,Soland Invest AS,5040693439,NO
5043437233,,,
5043439364,,,
5043447447,,,
5043447717,,,
5043953784,Vkr Holding A/S,4296710251,DK
5043953820,Jiyuan Packaging Holdings Ltd,5051397053,KY
5044013243,,,
5044167986,,,
5044168073,,,
5044168195,,,
5044169700,Hmr Group AS,5044169700,NO
5044169718,,,
5044175168,,,
5044175345,,,
5044175449,,,
5044175462,,,
5044178317,Volati 2 AB,5046285507,SE
5044199305,Protecta Group As,5044199305,NO
5044244506,FSN Capital GP V Ltd,5060574525,NO
5044247829,,,
5044251717,,,
5044251744,,,
5044251745,,,
5044253204,Matre & As Co,5041978454,NO
5044270827,,,
5044310415,,,
5044310454,Building Material As Corp,5044310454,NO
5044310465,Con-Son Invest As,5042954199,NO
5044310488,,,
5044313130,Steni Group As,5044313130,NO
5044315458,,,
5044315463,,,
5044340216,Eltek Holding AS,5080036099,NO
5044342106,Karl Rauch Verlag & GmbH Co KG,4298428118,DE
5044342764,,,
5044343880,Vidar T Holding As,5046288231,NO
5044344721,,,
5044345463,,,
5044347180,,,
5044347585,,,
5044365639,Norske Skogindustrier ASA,4295885446,NO
5044534848,Bubbledeck Consulting AS,5044534848,NO
5044535415,,,
5044535574,Laidback Holding As,5044730769,NO
5044539202,,,
5044539747,,,
5044540738,,,
5044540739,Fastfood Shopping As,5044540739,NO
5044540741,Aasebo Sag As,5044540741,NO
5044540939,,,
5044540941,Isola Holding As,4297378752,NO
5044540946,Steis Eiendom As,5044540946,NO
5044543313,Vaia As,5044707054,NO
5044552717,Gjertsen Holding As,5044720651,NO
5044555468,,,
5044555481,Opseth Invest AS,5043953820,NO
5044555820,Knerten As,5044743942,NO
5044558725,,,
5044560741,Prestnes Holding A/S,5083541123,NO
5044561289,,,
5044563678,OSTER HUS HOLDING AS,5083287078,NO
5044565578,Hansen Og Eriksen Holding AS,5044652520,NO
5044565589,BR Industrier AS,4298455746,NO
5044569295,,,
5044569302,,,
5044569786,BYGG Teknisk Stal As,5044569786,NO
5044570194,Alumeco Holding A/S,5038912993,DK
5044570945,,,
5044573977,,,
5044574847,X-Tra Invest As,5044729193,NO
5044575714,BEWiSynbra Group AB (publ),5050655875,SE
5044576061,Mandal Castings Holding As,5044539747,NO
5044576757,Aluhak Gruppen AS,5081169688,NO
5044577928,,,
5044579151,Parkettgruppen AS,5044579151,NO
5044581050,Hth AS,5044168128,NO
5044582648,Skattum Holding As,5038912031,
5044587846,Sundfloen Sag Sa,5044587846,NO
5044588454,,,
5044590258,,,
5044594299,,,
5044594302,,,
5044600310,,,
5044601039,,,
5044601134,Nordli Holding As,5044769408,NO
5044601136,,,
5044603553,,,
5044604006,,,
5044604094,,,
5044607168,,,
5044609529,Ola Vill As,5044714367,NO
5044609556,,,
5044609853,,,
5044609859,Norwegian Paper AS,5044609859,NO
5044614094,Bottger Invest AS,5083551615,NO
5044617011,,,
5044617012,,,
5044620611,Rakvag Invest As,5044557972,NO
5044621519,Prestnes Holding A/S,5083541123,NO
5044624696,Boe Invest AS,5083548961,NO
5044628275,Nygaard-Holding As,5044628275,NO
5044630248,,,
5044630471,Ferroglobe PLC,5045943900,GB
5044630619,,,
5044632323,,,
5044632607,Are Treindustrier AS,5057757014,NO
5044633438,Sylteosen Holding AS,5044782259,NO
5044634230,Reblock Property AS,5046022746,NO
5044634233,Friis Group A/S,5038911600,DK
5044635197,Svein Berg Holding As,5044798305,NO
5044635622,Fluda Eiendom AS,5001416172,NO
5044635674,,,
5044635932,TIME GRUPPEN AS,5081169781,NO
5044637111,Davis Mining & Manufacturing Inc,4296535787,US
5044637877,,,
5044639932,,,
5044640193,Stange Gruppen As,5083318319,NO
5044640213,,,
5044640529,,,
5044641698,Qmatec Holding AS,5055954319,NO
5044644974,,,
5044647374,Horge Invest AS,5044803877,NO
5044647818,Steinfjellet AS,5081169639,NO
5044647819,Eiken Mekaniske Verksted AS,5044647819,NO
5044650685,,,
5044650999,MCS Holding As,5047818312,NO
5044652086,,,
5044652517,NCS Gruppen As,5044712141,NO
5044652520,Hansen Og Eriksen Holding AS,5044652520,NO
5044653155,Bewi Polar AS,5044653155,NO
5044656786,Metacon Holdings AS,5044634481,NO
5044661188,,,
5044661762,Abt Invest As,5044551647,NO
5044661990,,,
5044662134,Berg Betong As,5044662134,NO
5044662136,INEOS Ltd,5056408988,IM
5044673840,,,
5044674444,,,
5044675075,Eiken Hytter As,5044675075,NO
5044676120,,,
5044677060,,,
5044678583,,,
5044683972,,,
5044683994,Vidar Botn As,5044738163,NO
5044684741,Velde Industri AS,4298299701,NO
5044686387,PDS AS,5038915047,NO
5044686879,,,
5044687721,KST Metall As,5044636666,NO
5044688554,Dacapo Stainless A/S,5042938654,DK
5044693258,P Smith Holding AS,5068321164,NO
5044694057,Vatvedt As,5042956606,NO
5044694578,,,
5044694937,Wergeland Gruppa AS,5083111808,NO
5044695034,,,
5044695038,Pipe Systems Engineering SRL,5042385159,RO
5044696977,Dyroy Betong Alesund AS,5044696977,NO
5044701557,CSUB AS,5044701557,NO
5044701613,Haucon Nord As,5044701613,NO
5044703042,,,
5044704119,Kampaa Sag Da,5044704119,NO
5044704725,,,
5044705549,,,
5044707051,Kurt Hamre Invest As,5044707051,NO
5044707054,,,
5044707474,,,
5044708038,Celsa Nordic AS,5044708038,NO
5044708133,Selbu Byggvare As,5044708133,NO
5044709325,Sub Sea Services Group AS,5038915430,NF
5044710087,Knut Eidsmo Holding As,5044710087,NO
5044710930,Teft Ballstad AS,5044012529,NO
5044712029,Arve G Flatin As,5044712029,NO
5044713172,Hotspring Import As,5044664177,NO
5044713260,Frode Kjosnes AS,5046298224,NO
5044713449,Steis Eiendom As,5044540946,NO
5044715009,B & G Holding AS,5038915088,NO
5044715259,,,
5044716788,,,
5044717534,,,
5044717556,,,
5044717764,Hamani As,5044543368,NO
5044717917,,,
5044718831,,,
5044718833,,,
5044718836,,,
5044719769,,,
5044720454,Scanco As,5044720454,NO
5044720486,,,
5044721501,K-Invent AS,5044721501,NO
5044722224,,,
5044722799,Steven Foss Holding As,5044722799,NO
5044723001,Glommen Mjosen Skog SA,5044723001,NO
5044724148,,,
5044727426,Eimo Holding As,5078517093,NO
5044729193,,,
5044729925,,,
5044730162,,,
5044731508,BR Industrier AS,4298455746,NO
5044732659,,,
5044732771,Ogna Sveis Holding As,5044831090,NO
5044732776,Nasbo Invest As,5044564183,NO
5044736640,,,
5044736655,Corona Interior As,5044736655,NO
5044738208,Areco Steel AB,4298313770,SE
5044738867,,,
5044738999,Reins Eigedom Og Invest AS,5044808219,NO
5044741178,BYGG Invest AS,5056411503,NO
5044742390,,,
5044743930,,,
5044745025,LPH Holding AS,5055458203,NO
5044745110,,,
5044746849,Tre Trapp As,5044746849,NO
5044746993,,,
5044747248,Ytre Hardanger Skogeigarlag Sa,5044747248,NO
5044747663,,,
5044747972,BYGG Invest AS,5056411503,NO
5044748023,,,
5044748642,Vartdal Monument Ans,5044748642,NO
5044749161,Ska Invest As,5000635442,NO
5044749646,Rikter Svendsen Eiendom As,5044749646,NO
5044750095,Grandal Trevare As,5044750095,NO
5044750100,Noklestad Holding As,5044765387,NO
5044750132,,,
5044751381,Glassfabrikken As,5044751381,NO
5044751479,,,
5044751699,,,
5044752956,,,
5044752958,,,
5044753023,Forre Eiendom As,5044753023,NO
5044753029,Eaah Invest AS,5055952596,NO
5044753167,Sondre Narsnes AS,5044753167,NO
5044753591,Mathiesen Eidsvold Vark Ans,5044753591,NO
5044754383,Bauge Eiendom As,5044754383,NO
5044754794,,,
5044755831,,,
5044755871,Loken Skog Holding AS,5065315882,NO
5044756646,,,
5044757512,Eckmann Holding As,5047872221,NO
5044759678,,,
5044760099,,,
5044760104,Imo Holding As,5046013789,NO
5044761033,,,
5044763196,Brodr Haukas Mek Verksted As,5044763196,NO
5044764167,,,
5044764241,,,
5044764406,,,
5044765391,,,
5044766376,,,
5044767665,,,
5044768524,,,
5044768595,Vestlandske Limtreindustri As,5044768595,NO
5044768596,Otterlei Group AS,4298262638,NO
5044770915,As Nils N Finnoy Motorfabrik,5046305921,NO
5044771162,,,
5044771623,,,
5044772289,Forre Eiendom As,5044753023,NO
5044772522,Remitek As,5044772522,NO
5044774001,,,
5044774459,Sylte Eiendom Ans,5044774459,NO
5044775604,Teigen Holding As,5044833767,NO
5044775790,,,
5044777333,Joj Tertnes Holding AS,5038911922,NO
5044777904,,,
5044778094,Loken Trevare A/S,5044778094,NO
5044778107,BT Rorsystem Produksjon As,5044778107,NO
5044778583,ISOKITT NORGE AS,5046724255,NO
5044780176,,,
5044780187,,,
5044780414,Borgen AB,4298313354,SE
5044782258,Arendals Farvehandel As,5044782258,NO
5044784867,,,
5044785077,Peikko Capital Oy,5062290501,FI
5044786779,,,
5044788338,,,
5044789337,Stange Gruppen As,5083318319,NO
5044790893,Odda Mek Holding As,5044790893,NO
5044791813,Asland Pukk As,5044791813,NO
5044791814,Boge Invest As,5044721120,NO
5044791967,Scott Finans As,5044709676,NO
5044793033,Tese Invest AS,5046726405,NO
5044793128,Gep Holding AS,5083263782,NO
5044795024,Betomur As,5044795024,NO
5044795476,Dampskibs-Aktieselskapet Ask,5044344721,NO
5044796882,,,
5044798031,Oh Betong As,5044798031,NO
5044798231,,,
5044798305,Svein Berg Holding As,5044798305,NO
5044800152,Nordhordland Skogeigarlag Sa,5044800152,NO
5044801306,PKS Holding As,5046024212,NO
5044801307,Rikter-Svendsen AS,5044801307,NO
5044802017,,,
5044802018,,,
5044802424,As Trevaren,5044802424,NO
5044803038,Bina Europe As,5044803038,NO
5044803270,,,
5044803522,Balkongteam Holding As,5044803522,NO
5044804803,Fjordtonna Da,5044804803,NO
5044804942,Lia Holding As,5046027214,NO
5044805990,,,
5044807296,SMS Interior As,5044807296,NO
5044807297,SVEIN GUNSTEIN DAHL DODSBU,5044807297,NO
5044807651,Kingspan Holding Belgium NV,4298431278,BE
5044808034,Merck & Co Inc,4295904886,US
5044808086,,,
5044808096,Hasto Holding As,5044713553,NO
5044808219,Reins Eigedom Og Invest AS,5044808219,NO
5044808474,,,
5044809015,,,
5044809164,Starka AS,5044310494,NO
5044809331,,,
5044809476,,,
5044809571,Naroysund Invest AS,5073149626,NO
5044811758,Bauge Eiendom As,5044754383,NO
5044812685,,,
5044813289,John Brommeland & Ans Co,5044813289,NO
5044813366,,,
5044814269,,,
5044818534,Knut Eidsmo Holding As,5044710087,NO
5044822721,Loe Holding AS,5038914858,NO
5044822731,,,
5044822914,Stalesen Mek Verksted As,5044822914,NO
5044824101,,,
5044825434,,,
5044827027,,,
5044827793,,,
5044829254,Leroy As,5046021030,NO
5044829299,,,
5044830042,Skarpenord Corrosion As,5044830042,NO
5044830302,Jatre AS,5044830302,NO
5044831090,Ogna Sveis Holding As,5044831090,NO
5044831530,,,
5044831671,Kare Abelsen As,5044831671,NO
5044832167,Reiten & Capital Partners Vi LP Co,5039585589,GB
5044833406,,,
5044834682,Glommen Mjosen Skog SA,5073622555,NO
5044835506,Karianne Holding AS,5078516625,NO
5045139037,,,
5045141001,Dorami As,5045141001,NO
5045148394,,,
5045148592,,,
5045149090,,,
5045155039,Fleming Industrier AS,5065298857,NO
5045155975,Arbeidsfellesskapet Engene & Oygard As,5045155975,NO
5045158546,Brandbu Og Tingelstad Almenning,5044752274,NO
5045160336,,,
5045167370,Ten Utvikling AS,5044621947,NO
5045167532,,,
5045172877,,,
5045177278,Breibekk Holding As,5045177278,NO
5045181021,Brandangersund Invest As,5044694934,NO
5045183390,Bra Kasser Holding AS,5081169783,NO
5045192197,Matre I AS,5041074920,
5045195911,Berg Holding Kongsberg AS,5045208938,
5045208939,,,
5045210628,Breibekk Holding As,5045177278,NO
5045215817,Heva Holding AS,5044346012,NO
5045217402,,,
5045220117,,,
5045223923,Loe Holding AS,5038914858,NO
5045226672,,,
5045231869,,,
5045247784,,,
5045873778,Westgroup As,5042218730,NO
5045874934,,,
5045878596,Kebony AS,5045878596,NO
5045986693,Nordic Tools As,5045986693,NO
5046001848,Granum Holding As,5046001848,NO
5046004231,BYGG Engros As,5046004231,NO
5046006710,Layher Holding GmbH & Co KG,4298430004,DE
5046006999,Norscan AS,5046006999,NO
5046013789,Imo Holding As,5046013789,NO
5046015482,PCS Group AS,5046015482,NO
5046024212,PKS Holding As,5046024212,NO
5046026619,,,
5046029073,,,
5046029210,Tarkett Participation SAS,5080154482,FR
5046030070,Epc Norge As,5046030070,NO
5046030145,Betong Ost AS,4298292820,NO
5046030278,Ena Sag Da,5046030278,NO
5046030565,Essnor AS,5045183779,NO
5046030877,,,
5046030886,,,
5046030974,Mce As,5046030974,NO
5046031440,,,
5046032576,Tronrud Engineering As,4298299450,NO
5046033286,,,
5046033726,Interart As,5046033726,NO
5046035141,,,
5046036768,C&A Invest Newco ApS,5086868402,DK
5046037077,,,
5046047476,FSN Capital GP IV Ltd,5052130385,JE
5046056618,,,
5046277986,Holta Invest AS,4297669711,NO
5046286084,,,
5046288054,,,
5046288678,Fanoy AS,5046288678,NO
5046289017,Skogsbilveglaget Spetalsvegen Og Nysetervegen SA,5046289017,NO
5046294263,,,
5046294923,Ternen As,5046294923,NO
5046295009,,,
5046300875,Skallevold Holding As,5044707483,NO
5046302598,Sven Sandersen Invest AS,5059976993,NO
5046302660,,,
5046304361,Kjorsvik Sagbruk Ans,5046304361,NO
5046304803,,,
5046305921,As Nils N Finnoy Motorfabrik,5046305921,NO
5046305948,Mo Holding Grimstad AS,5086892481,NO
5046306793,Xl-Bygg Kare Abelsen AS,5046306793,NO
5046306957,,,
5046307787,,,
5046307848,RS Trommelservice As,5046307848,NO
5046311020,KMG Invest As,5044673593,NO
5046311121,Davis Mining & Manufacturing Inc,4296535787,US
5046311695,,,
5046312279,,,
5046312354,Emv Holding As,5047871522,NO
5046315932,K Aalen As,5044674225,NO
5046316512,Duplostag As,5044680838,NO
5046318312,Alltech Inc,4296359595,US
5046318490,Alltech Inc,4296359595,US
5046502111,Johs Rasmussen A/S,4296883267,NO
5046709622,,,
5046721411,,,
5046724423,FSN Capital GP VI Ltd,5076359385,JE
5046726405,Tese Invest AS,5046726405,NO
5046726619,,,
5047445884,Sykkylven Stal Holding As,5044687901,NO
5047478166,Momek Group AS,5059958491,NO
5047639966,FISKARHEDENVILLAN GROUP AB,5083663480,SE
5047639996,,,
5047691208,Glommen Skog SA,5047691208,NO
5047748825,Wasco Bhd,4295883628,MY
5047816089,Habu Holding AS,5000472045,NO
5047818312,,,
5047820138,RA Group AS,5047820138,NO
5047855654,Loe Holding AS,5038914858,NO
5047871522,Emv Holding As,5047871522,NO
5047872244,,,
5048462743,Ry Holding AS,5048462743,NO
5049104874,,,
5049104888,,,
5049104908,Jo Odfjell AS,5044251652,NO
5049106947,,,
5049107384,NSL Eiendom & Invest As,5049107384,NO
5049107569,Ferd Holding AS,5074499644,NO
5050265276,SN Invest AS,5001106273,NO
5050923442,Brynslokken AS,5050923442,NO
5050997418,Eu Holding As,5047855515,NO
5051005767,3 T Holding AS,5065315192,NO
5051005951,Brunvoll Holding AS,5051005951,NO
5051759105,Tomma Invest AS,5051759105,NO
5051772654,PolyPlank AB (publ),4298015239,SE
5051791721,Derome AB,4296516496,SE
5051950649,Solenis LLC,5044031902,US
5052141228,Stora Enso Oyj,4295866448,FI
5052144461,,,
5052161583,,,
5052509029,SWG Scandinavian Wall Group AB,5055427408,SE
5052510602,NCB Holding As,5040941797,NO
5052513396,,,
5052513773,Real Alloy Norway Holding AS,5052513773,NO
5052514447,,,
5052514988,,,
5052515846,Imenco Invest AS,5038913558,NO
5052515976,Ministry of Agriculture and Food,5040186917,NO
5052516020,,,
5052516270,Nordic Invest Uab,5045248211,LT
5052516297,Glarona AS,5067516701,
5052516304,Solvberget Investeringsselskab As,5043320919,NO
5052516308,Etex NV,5000023330,BE
5052516322,Betten Invest AS,5053508109,NO
5052516471,Beluna AS,5052516471,NO
5052516481,,,
5052516867,Dor Og Vindu AS,5055427539,NO
5052516906,,,
5052517020,Sveis & Maskinteknikk Eiendom As,5055427542,NO
5052517216,Ptm Invest AS,5057759418,NO
5052517286,,,
5052517762,Lovdahl Invest AS,5057759433,NO
5052517764,,,
5052518248,Scandium As,5055458403,NO
5052518354,Masco Corp,4295904477,US
5052518359,Poa Invest AS,5059975612,NO
5052518480,Malerboden Stord AS,5052518480,NO
5052518877,,,
5052519041,Nidelven Bruk AS,5052519041,NO
5052519056,,,
5052519064,,,
5052519196,Windsor Parent LP,5084003073,US
5052519340,GAPYEL AB,5081136838,SE
5052519533,Dyranut AS,5038901564,NO
5052519536,L T L AS,5038915014,NO
5052520124,Maskin Og Eiendom Invest AS,5053506545,NO
5052520185,,,
5052520515,,,
5052520566,Smorstein Holding AS,5052520566,NO
5052520569,Franzefossbyen AS,5052520569,NO
5052520934,,,
5052521019,Ortwin Goldbeck Holding SE,4298428511,DE
5052521036,Maihaugen Invest AS,5052521036,NO
5052521108,Reipa Knuseri AS,5052521108,NO
5052521345,Axxis Geo Solutions AS,5052521345,NO
5052521358,,,
5052521685,,,
5052534570,,,
5052535287,,,
5053126650,AddLife AB,5050647517,SE
5053432653,,,
5053433267,PKS Holding As,5046024212,NO
5053433327,,,
5053435997,Hokksund Betong As,5053435997,NO
5053436021,,,
5053436332,,,
5053436717,,,
5053437968,Kleber Holding AS,5055426592,NO
5053438027,,,
5053438301,,,
5053438324,,,
5053438435,Fenrisulven Holding ApS,5042957155,DK
5053438699,Lagercrantz Group AB,4295890479,SE
5053438749,Skogmo Invest AS,5071153584,NO
5053438796,Nergard Stenindustri AS,5053438796,NO
5053445019,,,
5053445196,Asfaltfabrikken As,5053445196,NO
5053445286,Tetra Technologies Inc,4295905060,US
5053445298,Ofoten Mek AS,5053445298,NO
5053499721,Caka AS,5053499721,NO
5053499840,Betong Vest AS,5053499840,NO
5053504875,Fjordglas Eigedom AS,5055427543,NO
5053507699,Telemark Technologies AS,5053507699,NO
5055371517,,,
5055423134,Nor-Pel A/S,5055423134,NO
5055423437,,,
5055423939,,,
5055423949,Trosterud Mekaniske Verksted AS,5055423949,NO
5055424008,Sinochem Holdings Corporation Ltd,5080178209,CN
5055424632,Ferd Holding AS,5074499644,NO
5055424740,,,
5055425099,,,
5055425113,Kih Holding AS,5055458129,NO
5055425387,Vegard Holmen Holding AS,5055425387,NO
5055427539,Dor Og Vindu AS,5055427539,NO
5055431952,Kasu AS,5038914926,NO
5055436085,Wergeland Holding As,5055436085,NO
5055437185,HNH AS,5044347783,NO
