Instrument,Company Common Name,Country ISO Code of Headquarters,Organization Status Code
5060884500,Bineos GmbH,DE,Act
5060884519,Andreas Schlegel Verwaltungsges MBH,DE,Act
5060884520,KIG Verwaltungs-GMBH,DE,Act
5060884527,Succensus GmbH,DE,Act
5060884531,Promotion4you Ug Haftungsbeschrankt & Co KG,DE,Act
5060884533,Seitz Heizungsbau Verwaltungs GmbH,DE,Act
5060884540,Senioreneinrichtung Stotel Verwaltungs GmbH,DE,Act
5060884541,Abschleppdienst Und KFZ-Reparaturen Jurgen Franz Verwaltungs GmbH,DE,Act
5060884547,3Logic Systems GmbH,DE,Act
5060884550,Rott Verwaltungsges MBH,DE,Act
5060884554,Icm Immobilien Beteiligungs GmbH,DE,Act
5060884555,Netega VeranstaltungsUnd Vertriebs Ug Haftungsbeschrankt,DE,Act
5060884556,Franz Der Bettenbauer Ug Haftungsbeschrankt,DE,Act
5060884564,Nordlicht Verwaltungs-GMBH,DE,Act
5060884580,Schwenk Haustechnik Verwaltung-GMBH,DE,Act
5060884581,Gulich Gruppe Gebaudedienste Verwaltungs-GMBH,DE,Act
5060884583,Axtra.Net GmbH,DE,Act
5060884584,Classic Carwash Verwaltungs GmbH,DE,Act
5060884591,Kusel Kontor Gastro UG haftungsbeschraenkt & Co KG,DE,InAct
5060884603,Dmhandel GmbH,DE,Act
5060884607,Neatbird Verwaltungs-GMBH,DE,Act
5060884616,La Luna Neumunster & GmbH Co KG,DE,Act
5060884618,Herbst Komplementar GmbH,DE,Act
5060884621,MC Verwaltungs Ug Haftungsbeschrankt,DE,Act
5060884625,Geodatenflug Verwaltungs GmbH,DE,Act
5060884627,Mawa Verwaltungs Ug Haftungsbeschrankt,DE,Act
5060884639,Kraus Bauunternehmen GmbH,DE,Act
5060884645,MS Apollo Lion Verwaltungs GmbH,DE,Act
5060884648,Jugado Ug Haftungsbeschrankt,DE,Act
5060884655,Backer Hansen Verwaltungsges MBH,DE,Act
5060884656,GeschwGobel Verwaltungs-GMBH,DE,Act
5060884659,Eurogate Beteiligungsges MBH,DE,Act
5060884663,Idle Design GmbH,DE,Act
5060884664,Hanse-Agro-Control Gmbh,DE,Act
5060884665,Reload Event GmbH,DE,Act
5060884667,Monopohl-Verwaltungs-GMBH,DE,Act
5060884678,Neg Handels GmbH,DE,Act
5060884681,Osd International Verwaltungs-GMBH,DE,Act
5060884685,Georg Pritsch Verwaltungs-GMBH,DE,Act
5060884689,Homrich Verwaltungs Ug Haftungsbeschrankt,DE,Act
5060884693,Vogel Beteiligungs GmbH,DE,Act
5060884694,Schroeder & Welberg Verwaltungs GmbH,DE,Act
5060884698,Buro- FahrUnd Shuttleservice Walter GmbH,DE,Act
5060884704,Bike Scheune Motorrader Beteiligungs-GMBH,DE,Act
5060884707,Gorminer Peenetal Energie Verwaltungs GmbH,DE,Act
5060884717,HG Meier U Sohn Verwaltungs GmbH,DE,Act
5060884720,Belter GmbH,DE,Act
5060884728,Taner Foodconcept GmbH,DE,Act
5060884731,H Schapdick Verwaltungs GmbH,DE,Act
5060884738,Remer Consult GmbH,DE,Act
5060884740,Bauunternehmen Krone Beteiligungsges MBH,DE,Act
5060884742,Graflich SchonbornSche Beteiligungs GmbH,DE,Act
5060884743,Gerhard Kurr Verwaltungs GmbH,DE,Act
5060884756,Unternehmer Impuls Consulting & GmbH Co KG,DE,Act
5060884758,RDM-Systems & GmbH Co KG,DE,Act
5060884769,Schonlau Verwaltungs-GMBH,DE,Act
5060884778,Themis Datenschutz Ug Haftungsbeschrankt,DE,Act
5060884786,DR-Ing Ritter Verwaltungs GmbH,DE,Act
5060884787,HALLBAUER GMBH,DE,Act
5060884803,Lean FM GmbH,DE,Act
5060884805,Bergk Verwaltungsges MBH,DE,Act
5060884809,Witt Windkraft Verwaltungsgesellschaft mbH,DE,Act
5060884815,Lohnbetrieb Schwarten & GmbH Co KG,DE,Act
5060884817,Agri Und Werner Gastronomie GmbH,DE,Act
5060884825,Audita Jure Rechtsanwaltsgesellschaft GmbH,DE,Act
5060884826,Nachtwaechter Schlafprodukte Verwaltungs GmbH,DE,Act
5060884835,Lupa Verwaltungsges MBH,DE,Act
5060884841,DADE Engineering & Ltd Co KG,DE,Act
5060884850,Sudwink 2 Verwaltung GmbH,DE,Act
5060884851,Sudwink 3 Verwaltung GmbH,DE,Act
5060884852,Sudwink 1 Verwaltung GmbH,DE,Act
5060884856,BPR Samberg + Partner GmbH,DE,Act
5060884858,Tip Schiffsbeteiligungen Verwaltungs GmbH,DE,Act
5060884865,HN Geschaftsfuhrung Ug Haftungsbeschrankt,DE,Act
5060884866,Dr Lohner Steuerberatungsgesellschaft mbH,DE,Act
5060884867,Depart Ug Haftungsbeschrankt,DE,Act
5060884869,Sobik Softwareberatung Ilona Kaiser GmbH,DE,Act
5060884887,FS Sievers Beteiligungs GmbH,DE,Act
5060884892,MS Lisa GmbH,DE,Act
5060884895,MTS Service Ug Haftungsbeschrankt,DE,Act
5060884901,Privium Property GmbH,DE,Act
5060884902,Max-Areal Beteiligungsges MBH,DE,Act
5060884909,Townhouse Verwaltungs GmbH,DE,Act
5060884913,Ajl Fachberatung Und Handelsgesellschaft & GmbH Co KG,DE,Act
5060884915,Hartmann Geschaftsfuhrungs GmbH,DE,Act
5060884917,Theresien-Seniorenresidenz Verwaltungs-GMBH,DE,Act
5060884918,SDA Security GmbH,DE,Act
5060884925,Havel Invest Geschaftsfuhrungs GmbH,DE,Act
5060884928,Gehweg-Reinigung-Oldenburg & CoKG GmbH,DE,Act
5060884932,Ariane Beteiligungs-Gmbh,DE,Act
5060884942,Hilfsring24 Ug Haftungsbeschrankt,DE,Act
5060884945,Ius Unum & GmbH Co KG,DE,Act
5060884953,Surma 90 Marketing Beteiligungs GmbH,DE,Act
5060884954,Hesse Profile Verwaltungs GmbH,DE,Act
5060884960,Rhon Haustechnik GmbH,DE,Act
5060884962,Rolfes VermogensverwaltungsUnd Beteiligungs-GMBH,DE,Act
5060884963,Crigel Gmbh,DE,Act
5060884978,Etcum Verwaltungs GmbH,DE,Act
5060884980,LS Immobilien Verwaltungs-GMBH,DE,Act
5060884982,Shagall GmbH,DE,Act
5060884983,Gordes Rhose & Collegen Unternehmensberatung KG,DE,Act
5060885013,Hotel Viktoria Morschheuser Beteiligungs-GMBH,DE,Act
5060885017,Dietrans Geschaftsfuhrungs GmbH,DE,Act
5060885024,Flensburger Bettwaren Fabrik GmbH,DE,Act
5060885027,Sema Immobilien-Beteiligungs Ug Haftungsbeschrankt,DE,Act
5060885030,Ziegelbauer Verwaltungsges MBH,DE,Act
