Instrument,NAICS Sector Name,Legal Entity ID (LEI),NAICS Sector Code
5062225124,Manufacturing,,31-33
5062225127,Manufacturing,,31-33
5062225128,Manufacturing,,31-33
5062225134,Manufacturing,,31-33
5062225140,Manufacturing,,31-33
5062225146,Manufacturing,,31-33
5062225151,Manufacturing,,31-33
5062225152,Manufacturing,,31-33
5062225157,Manufacturing,,31-33
5062225162,Wholesale Trade,,42
5062225175,Manufacturing,,31-33
5062225177,Wholesale Trade,,42
5062225179,Manufacturing,,31-33
5062225193,"Agriculture, Forestry, Fishing and Hunting",,11
5062225194,Manufacturing,,31-33
5062225206,Manufacturing,,31-33
5062225209,Manufacturing,,31-33
5062225214,Manufacturing,,31-33
5062225215,Manufacturing,,31-33
5062225221,Manufacturing,,31-33
5062225251,Manufacturing,,31-33
5062225255,Manufacturing,,31-33
5062225258,Manufacturing,,31-33
5062225261,Manufacturing,,31-33
5062225264,Manufacturing,,31-33
5062225269,Manufacturing,,31-33
5062225273,Manufacturing,,31-33
5062225301,Manufacturing,,31-33
5062225306,Manufacturing,,31-33
5062225328,Manufacturing,,31-33
5062225330,Manufacturing,,31-33
5062225334,Manufacturing,,31-33
5062225335,Manufacturing,,31-33
5062225338,Manufacturing,,31-33
5062225342,Manufacturing,,31-33
5062225351,Manufacturing,,31-33
5062225367,,,
5062225369,Manufacturing,,31-33
5062225382,Manufacturing,,31-33
5062225397,Manufacturing,,31-33
5062225410,Manufacturing,83680080YMV0L4TNA921,31-33
5062225417,Manufacturing,,31-33
5062225427,Manufacturing,,31-33
5062225430,"Agriculture, Forestry, Fishing and Hunting",,11
5062225433,Manufacturing,,31-33
5062225436,Manufacturing,,31-33
5062225441,Manufacturing,,31-33
5062225454,Manufacturing,,31-33
5062225457,Manufacturing,,31-33
5062225481,Manufacturing,,31-33
5062225496,Manufacturing,,31-33
5062225498,Manufacturing,,31-33
5062225504,Manufacturing,,31-33
5062225506,Manufacturing,,31-33
5062225519,,,
5062225522,Manufacturing,,31-33
5062225529,Wholesale Trade,,42
5062225531,Manufacturing,,31-33
5062225540,Manufacturing,,31-33
5062225554,Manufacturing,,31-33
5062225557,Manufacturing,,31-33
5062225558,Manufacturing,,31-33
5062225561,Manufacturing,,31-33
5062225562,Manufacturing,,31-33
5062225563,Manufacturing,,31-33
5062225571,Manufacturing,,31-33
5062225573,Manufacturing,,31-33
5062225577,Manufacturing,,31-33
5062225583,Manufacturing,,31-33
5062225591,Manufacturing,,31-33
5062225605,Manufacturing,,31-33
5062225607,Manufacturing,,31-33
5062225609,Manufacturing,,31-33
5062225614,Wholesale Trade,,42
5062225619,Manufacturing,,31-33
5062225623,Manufacturing,,31-33
5062225628,Manufacturing,,31-33
5062225629,Manufacturing,,31-33
5062225633,Manufacturing,,31-33
5062225635,Manufacturing,,31-33
5062225636,Manufacturing,,31-33
5062225640,Manufacturing,,31-33
5062225644,Manufacturing,,31-33
5062225645,Manufacturing,,31-33
5062225651,Manufacturing,,31-33
5062225655,Manufacturing,,31-33
5062225663,Manufacturing,,31-33
5062225668,Manufacturing,,31-33
5062225672,"Agriculture, Forestry, Fishing and Hunting",,11
5062225674,Manufacturing,,31-33
5062225676,Manufacturing,,31-33
5062225677,Manufacturing,,31-33
5062225678,Manufacturing,,31-33
5062225680,Manufacturing,,31-33
5062225681,Manufacturing,,31-33
5062225684,Manufacturing,,31-33
5062225685,Manufacturing,,31-33
5062225694,Manufacturing,,31-33
5062225698,Manufacturing,,31-33
5062225699,Manufacturing,,31-33
5062225702,Manufacturing,,31-33
5062225703,Manufacturing,,31-33
5062225706,Manufacturing,,31-33
5062225712,Manufacturing,,31-33
5062225713,Manufacturing,,31-33
5062225716,Manufacturing,,31-33
5062225717,Manufacturing,,31-33
5062225727,Manufacturing,,31-33
5062225728,Manufacturing,,31-33
5062225730,Wholesale Trade,,42
5062225750,Manufacturing,,31-33
5062225757,Manufacturing,,31-33
5062225764,Manufacturing,,31-33
5062225766,Manufacturing,,31-33
5062225784,Manufacturing,,31-33
5062225786,Manufacturing,,31-33
5062225797,Manufacturing,,31-33
5062225799,Manufacturing,,31-33
5062225808,Manufacturing,,31-33
5062225813,Manufacturing,,31-33
5062225818,Manufacturing,,31-33
5062225824,Manufacturing,,31-33
5062225827,Manufacturing,,31-33
5062225834,Manufacturing,,31-33
5062225843,Manufacturing,,31-33
5062225845,Manufacturing,,31-33
5062225848,Manufacturing,,31-33
5062225849,Manufacturing,,31-33
5062225855,Manufacturing,,31-33
5062225873,Manufacturing,,31-33
5062225876,Manufacturing,,31-33
5062225878,Manufacturing,,31-33
5062225885,Manufacturing,,31-33
5062225893,Manufacturing,,31-33
5062225895,Manufacturing,,31-33
5062225899,Manufacturing,,31-33
5062225900,Manufacturing,,31-33
5062225903,Manufacturing,,31-33
5062225905,Manufacturing,,31-33
5062225906,Manufacturing,,31-33
5062225937,Manufacturing,,31-33
5062225943,Manufacturing,,31-33
5062225951,Manufacturing,,31-33
5062225959,Manufacturing,,31-33
5062225964,Manufacturing,,31-33
5062225966,Manufacturing,,31-33
5062225971,Manufacturing,,31-33
5062225990,Manufacturing,,31-33
5062225996,Manufacturing,,31-33
5062225997,Manufacturing,,31-33
5062226006,Manufacturing,,31-33
5062226008,Manufacturing,,31-33
5062226010,Manufacturing,,31-33
5062226012,Manufacturing,,31-33
5062226014,Manufacturing,,31-33
5062226017,Manufacturing,,31-33
5062226021,Manufacturing,,31-33
5062226024,Manufacturing,,31-33
5062226033,Manufacturing,,31-33
5062226035,Manufacturing,,31-33
5062226037,Manufacturing,,31-33
5062226043,Manufacturing,,31-33
5062226052,Manufacturing,,31-33
5062226057,Manufacturing,,31-33
5062226064,Manufacturing,,31-33
5062226065,Manufacturing,,31-33
5062226084,Manufacturing,,31-33
5062226086,Manufacturing,,31-33
5062226088,Manufacturing,,31-33
5062226091,Manufacturing,,31-33
5062226093,Manufacturing,,31-33
5062226095,Manufacturing,,31-33
5062226103,Manufacturing,,31-33
5062226105,Manufacturing,,31-33
5062226106,Manufacturing,,31-33
5062226113,Manufacturing,,31-33
5062226116,Manufacturing,,31-33
5062226127,Manufacturing,,31-33
5062226141,Manufacturing,,31-33
5062226145,Manufacturing,,31-33
5062226147,Manufacturing,,31-33
5062226151,Manufacturing,,31-33
5062226163,Manufacturing,,31-33
5062226164,Manufacturing,,31-33
5062226170,Manufacturing,,31-33
5062226172,Manufacturing,,31-33
5062226183,Manufacturing,,31-33
5062226187,Manufacturing,,31-33
5062226189,Manufacturing,,31-33
5062226194,Manufacturing,,31-33
5062226200,Manufacturing,,31-33
5062226207,Manufacturing,,31-33
5062226212,Manufacturing,,31-33
5062226216,Manufacturing,,31-33
5062226218,Manufacturing,,31-33
5062226223,Manufacturing,,31-33
5062226242,Manufacturing,,31-33
5062226244,Manufacturing,,31-33
5062226246,Manufacturing,,31-33
5062226255,Manufacturing,,31-33
5062226259,Manufacturing,,31-33
5062226262,Manufacturing,,31-33
5062226264,Manufacturing,,31-33
5062226267,Manufacturing,,31-33
